Text,Category,Gender,Comment React Number,Label
হিরো আলমকে মারার যত টুকু সিনা জায়েদ খানকে তার একভাগও ছিলনা জায়েদ খান শালা তো একটা চোর,Social,Male,0,Harassment
হিরো আলম ভাইয়ের কথা গুলা বাস্তব এবং সঠিক কথা,Social,Male,0,Neutral
শুভ নববর্ষের শুভেচ্ছা রইলো।,Singer,Female,0,Neutral
ভালবাসা অভিরাম প্রিয়।,Sports,Male,1,Neutral
জয়তু দেশরত্ন,Politician,Male,2,Neutral
জায়েদ তুমি নিজেই তোমাকে নায়ক মনে কর কিন্তু তোমার ছবি বাংলাদেশের মানুষ দেখে দেখে না সালা বাটপার,Social,Male,1,Harassment
হিরো আলমকে বান্দর বলার আগে নিজের চেহারা আয়নায় দেখেন,Social,Male,0,Harassment
ঠিক আছে হিরু আলম,Social,Male,0,Neutral
চট্টগ্রামের গুরুত্বপূর্ণ নিউজ আপডেট জানতে আমাদের সাথে থাকুন https://www.facebook.com/groups/154678245968613/,Actor,Female,0,Neutral
আপনার সহযোগিতা কাম্য সাথে থাকুন https://www.facebook.com/groups/154678245968613/,Actor,Female,0,Neutral
জাযাকাল্লাহ্ ❤,Sports,Male,0,Neutral
"সবগুলো নাটক দেখা শেষ,সবগুলোই অসম্ভব সু্ন্দর,তবে আমার কাছে বেশি ভালো লেগেছে মিম ফ্যাশন এন্ড বিউটি আর আই লাভ ইউ",Singer,Male,2,Neutral
"এই ঈদে তাহসানের সবগুলো নাটক অসাধারণ ছিল,সবগুলো নাটক দেখা শেষLove you tahsan",Singer,Male,1,Neutral
পাগলামি,Social,Male,0,Harassment
সেফুদা বাইনছোদ তুই স্পেন যা বেঁকা গাল সোজা হয়ে যাবেনি,Social,Male,0,Harassment
শুকরিয়া মুহতারাম।,Social,Male,0,Neutral
"সে নাকি যেটা দেখন না সেটা বিশ্বাস করেন না, ভাইয়েরা তো দেখা যায় না, এটা বিশ্বাস করেন নাকি।",Actor,Female,0,Harassment
আপনার এই মহত কাজে আমি শারিরিক ভাবে শ্রম দিতে চাই,Social,Male,0,Neutral
হিরুআলমের পায়ের জুতারসমান সমাজসেবাকরতেপারেনা মিসাসদাগর,Social,Male,0,Violent Extremism
বপনারাএসবছেরে ভালহন হিরুআলমেরমত মানুষকে সাহায্য করুণ কুততামি ছারুন,Social,Male,0,Harassment
ভাই আমি জায়েদ খানকে অনেক আগে থেকে চিনি সে হলো ছাগলের সতরো নামবার বাচ্চা আপনারা কি এই ছাগলের বাচ্চা টা কে চিনেন না,Social,Male,1,Harassment
সালামের উত্তর তাও দিতে জানে না,Social,Male,0,Harassment
নাইচ হিরো আলম ভাই,Social,Male,0,Neutral
পায়ের নিচে দুই টা ইট নে পাগলা আলম,Social,Male,0,Harassment
সাকিব ভাই চাউল চোরদের নিউজ দিন।,Sports,Male,1,Neutral
"চলন্ত বাসের সম্মানিত যাত্রী ভাই বোন ও বন্ধু গণ আসসালামু আলাইকুম। আপনারা যারা পেন্টের নিচে নিচে জাঙ্গিয়া পড়েন নাই তারা হয়ত বিভিন্ন সমস্যায় পরেছেন। ধরুন বাসে অনেক ভিড়ের মধ্যে অনেক চাপাচাপিতে আপনার টা দাঁড়িয়ে গেল অথবা আপনি রাস্তা দিয়ে হাঁটছেন তখন পেন্টের ঘর্ষনে আপনারটা দাঁড়িয়ে গেল, আপনি কিছুতেই শান্ত করতে পারছেন না। ভাবুন তখন আপনাকে কি রকম আপত্তিকর অবস্থার সম্মুখীন হতে হবে। তাই আপনাদের যাতে এই ধরণের সমস্যায় পরতে না হয় সেই জন্যে নিয়ে এসেছি সম্পূর্ন গেঞ্জির কাপড়ে তৈরি শীততাপনিয়ন্ত্রিত আরামদায়ক জাঙ্গিয়া। আপনারা অনেকে হয়ত এমন ধরনের জাঙ্গিয়া পড়েন যেটাতে ইস্তেনজা করার মত কোন ব্যবস্থা নেই। এই জাঙ্গিয়াতে আপনি সকল ধরনের সুবিধা পাবেন। জাঙ্গিয়ার সামনে দিয়ে রয়েছে মটর বের করার সুব্যবস্থা। যত বড় মটরই হোক আপনি সহজেই তা বের করে পানি নিঃসরণ করতে পারবেন। গুলিস্থান থেকে কিনলে লাগবে ৮০ টাকা আমরা দিচ্ছি মাত্র ৬০ টাকা। ৬০ টাকা!! ৬০ টাকা!! ৬০ টাকা!!যে কেউ ট্রায়াল দিয়ে দেখতে পারেন।ধন্যবাদ",Actor,Female,0,Sexual Aggression
জাহিদ খান একটা খানকির ছেলে,Social,Male,0,Sexual Aggression
ধন্যবাদ হিরো আলম বাই,Social,Male,0,Neutral
রোজার রইছি কিছু বলুন... আল্লাহ তোরে হেদায়েত দান করুক... পোলাপানের রোজা ভাঙ্গার মূল কারণ তুই মাগি...,Actor,Female,0,Sexual Aggression
সাদা রঙের পোশাক পরলে অনেক বেশি সুন্দর হত,Social,Male,0,Neutral
তোরা মাগিওরে তো অনলাইনে,Social,Male,0,Sexual Aggression
এইসব ভিডিও ফেইসবুকে আপলোড করেও বিজনেস করতে পারবেন এবং আপনার ফ্যান ফলোয়ার ও বাড়াতে পারবেন। কিন্তু  সেটার পলিসি আপনাকে বুঝতে হবে।,Actor,Male,11,Neutral
বালের তামাশা চুদাও মিয়া,Singer,Male,0,Harassment
"এ শালা,দেশ কাপতেছে করোনায় আর ও আছে মজা মাস্তি নিয়া",Social,Male,1,Harassment
আধা ঘন্টার শো এর সাথে এই পোসের ছবির কানেকশানটা কি? বিশ্লেষণ করেন,Social,Male,4,Neutral
কস কি মমিন?,Social,Male,0,Harassment
কোন।মাদারচোদে।।।এটা।বানাইছে।।ও।।সুয়ারের।।বাছা,Politician,Male,0,Neutral
সালাদের  নাকট দেখতে আর ভাল লাগেনা সব আভিনয় যেন ভাজা মাছ টা খাইতে জানে না,Social,Male,0,Harassment
"খাটের উপর শুয়ে মোবাইল টিপছিলাম। হঠাৎ #পরি তোমার এই পোষ্ট টা নজরে পড়লো। হাসতে হাসতে খাটের থেকে পড়ে গেলাম। মাথা ধাক্কা খেলো দরজায়। খুব লেগেছে,তাও হাসছি। দরজার পাশে বালতি ছিল, সেটা গেলো পড়ে। বালতির জল ঢেলে রাস্তায় চলে গেলো। সেই রাস্তা দিয়ে মন্ত্রীর গাড়ি যাচ্ছিল। গাড়ি স্লিপ করে একেবারে বিরোধী পক্ষের পার্টি অফিসে ঢুকে গেছিল। এখনও আমি হাসছি। পার্টি অফিসের লোকেরা গাড়ি জ্বালিয়ে দিলো, মন্ত্রীর অনেক চ্যালা চামুণ্ডারা মারপিট করছে।বাইরে বোম পড়ছে, গুলি চলছে। তাও আমি হাসছি। আজকে আমি অনেক হাসবো, আমি আজ হেসেই যাবো। ",Actor,Female,9,Harassment
তুই ত একটা পাগল,Social,Male,0,Harassment
সুপারহিট,Actor,Male,1,Neutral
বাংলা  নায়ক সব হলো এক একটা কাটন ছবিসব বেটা এখন হিরো আলমকে ভয়া পায় কেরে,Social,Male,0,Neutral
জাহেদ খানকির পোলা তোকে কয়জন চিনে শালা মাগির পোলা হিরু আলম আসল হিরো তোরা হলি মাগিবাজ,Social,Male,0,Sexual Aggression
জাহেদ শালাকে আমি ভাবতাম কলকাতার আবাল আজকে হিরো আলমের মাধ্যমে শালাকে দেখলাম,Social,Male,0,Harassment
আজ রাতেও নিশ্চিত নাইটফল হয়ে যাবে,Actor,Female,0,Neutral
জাহেদ ফকিন্নিৱ পুলা তৱে জুতা দিয়ে পিঠামু ফকিন্নিৱ ছেলে  জাহেদ তৱ টাকা থাকলে লাভ হবে কী হিৱো আলমেৱ মত মন ণেই,Social,Male,0,Violent Extremism
তামাশা তোমার পুটকি দিয়ে দেই??,Singer,Male,0,Sexual Aggression
নড়াইল থেকে বলছি,Sports,Male,0,Neutral
আপনাকে আমরা  পিরাইম মিনিস্টার দেখতে চায় বাংলাদেশের ,Sports,Male,0,Neutral
ফাতরা হ্যালো আলম,Social,Male,0,Harassment
কোমেন্ট পড়তে আসলাম ,Actor,Female,0,Neutral
"আল্লাহ্ কবুল করুন, আমীন",Social,Male,0,Neutral
শালার মুর্খ,Social,Male,0,Harassment
তুমিও একটা পতিতা কারন তোমারও সেক্স ভিডিও দেথা যায় ।,Singer,Female,0,Harassment
এই রতন আপনার নানার মন্ত্রিসভার পররাষ্ট্রমন্ত্রী ছিল। তখন ভালো ছিল। কারণ বাকশালের মন্ত্রী ছিল। আর বাকশালের মন্ত্রী হলেই জায়েজ। এখন বাকশালের বিরুদ্ধে যাওয়ায় খারাপ হয়ে গেছে।মায়ের মতো সারাক্ষণ মানুষের সমালোচনা আর হিংসুক না হয়ে ভালো মানুষ হোন।,Politician,Male,0,Neutral
"এমপি হিরো আলম হিরো আলম খান গরিবের বন্ধু,,  আবাল খান কে ভাই চিনতে মুসকিল",Social,Male,0,Harassment
"জায়েদ খান একজন ছোট মনের মানুষ তার প্রামাণ হিরো আলম  দেখিয়ে দিলো  সবাই কে, ধন্যবাদ হিরো",Social,Male,0,Neutral
দেশ যখন করোনা নিয়ে ব্যস্ত আর আপনি Movie নিয়ে ব্যস্ত।।,Actor,Male,5,Neutral
ডিক বলেছ হিরু আলম,Social,Male,1,Neutral
শালা তুই একটা পাগল হিরো আলম একটা ছাগল,Social,Male,1,Harassment
তোমার বউকে দেখলে স্বপ্নদোষ হয় ,Singer,Male,0,Sexual Aggression
জাহেদ খান কোন সেটের বাল,Social,Male,0,Harassment
"পারিবারিক বিষয়ে কথা হচ্ছে এখানে,,এখানে আমি খারাপের কিছুই দেকলাম না,কত সুন্দর বাবে কথা বলতেছে হুজুর",Politician,Male,0,Neutral
চাল চোরদের পাশে বাংলাদেশের জনগণ;),Politician,Male,1,Harassment
ধন্যবাদ হিরো আলম ভাই কে তুমি এগিয়ে চলো ভাই,Social,Male,0,Neutral
সুপারম্যান ,Actor,Male,1,Neutral
হিৰু পাগল,Social,Male,0,Harassment
এটা চাইদি সাহেবের কনটোন না ১০০/গেরানটি জারা এটা চারচে তাদের জরমের ঠিক নাই,Politician,Male,0,Sexual Aggression
এখনো রস আছে 😂,Social,Female,3,Sexual Aggression
ওতো একটা মাদারচোদ জাহিদ কয়দিন ধরে ছবি করে দুদিন কেয়ার ভেতরেই ভাতেরে কয় অন্ন,Social,Male,0,Harassment
ভোট হয়ে যাক!Love for Hero Alom ❤Haha for Jayed Khan,Social,Male,0,Neutral
তোমার বাল,Singer,Male,0,Harassment
ফালতু কথা কে রে এই কাজটা করছত সালা জানোয়ার,Politician,Male,0,Harassment
"সাহসী হিরো আলম মুভি মুক্তি পেলে দেখবেন, সবাই",Social,Male,0,Neutral
"হিরো আলম শুধু হিরো আলম নয়, সে বাংলার হিরো, আপনার মত জাহেদ কে চিনে, আপনি জাহেদ মহামারি করোনা ভাইরাসে কযজন গরিবের পাশে দাড়িঁ য়ে ছেন, বুকে হাত দিয়ে বলতে পারবেন কোন গরিব মানুষ কে এান দিয়ে ছেন পাশে দাড়িঁ য়েছেন, আর এ সোনার ছেলে হিরো আলম, সাহসী হিরো আলম, নিজের যা  যে টুকু ছিল সে টুকু নিয়ে গরিব দের পাশে দাড়িঁ য়েছে, জাহেদ খান আপনি বড় বড় কথা বলেন, হিরো আলম বললো না যে আপনি জাহেদ এক দিকে, হিরো আলম এক দিকে, কে কত ভোট পায়, আসলে ১০০% মধ্যে হিরো আলম পাবে ৯০% আর আপনি পাবেন ১০%,, শুনন কাউকে অবহেলা করবেন না,আর মিসা ভাই ও হিরো আলম হলো একে বিভাগের ছেলে, ও পাশা পাশি জেলা, উনি তো পারে না যে আমি চিনি না,",Social,Male,0,Sexual Aggression
বিরাট ভালো কাজ করিছে।,Politician,Male,0,Neutral
গানটা ভালো লাগেনি....,Singer,Male,0,Neutral
ওনি জায়েদ খান না ! উনি লেডিস খান!,Social,Male,0,Harassment
"কি সমস্যা সবার,,উনাকে নিয়ে এত চুল্কানি কেন।।উনি কি করব না করব উনার বেপার।।নিজের চরকায় সবাই তেল দেন।।",Actor,Female,0,Neutral
বাংলাদেশ ক্রিকেট বোর্ডের দৃষ্টি আকর্ষণ করছি। শ্রীলঙ্কা থেকে মালিঙ্গা কে বিমানে উড়িয়ে এনে হিরো আলমের বিচি বরাবর কয়েকটি Yourker মারানো হোক,Social,Male,5,Sexual Aggression
আপনার নেক্সট টার্গেট কে..?জাতি জানতে চায় ,Actor,Female,0,Harassment
উত্তরগুলো ❤,Actor,Male,0,Neutral
কোন জানোয়ারের বাচ্চা এটা করচে,Politician,Male,0,Harassment
সহজ সরল মানুষ অত্যাচারীত হবে  ও ঠকবে বেশি এটাই নিয়ম।,Singer,Female,0,Neutral
যাজাকাল্লহু খাইরান।আল্লাহ আপনাকে উত্তম বিনিময় দান করুক।,Actor,Male,0,Neutral
আল্লাহ উনাকে  জান্নাতুল ফেরদাউস দান করুক।,Singer,Female,0,Neutral
জাহেদ খাঁন বালের নায়ক,Social,Male,0,Harassment
ভাই আলমের মত বালো হয়ে জান,Social,Male,0,Harassment
তুরু হান কির বেটার ছাগল পাগল কয়থেকে আনছ মাদার চুদ,Social,Male,0,Harassment
"দেড় মাস ধরে নিরবেই আছি, আর কত নিরবে  থাকতে কন ",Actor,Female,0,Harassment
এটা আরেক শয়তান,Singer,Female,1,Harassment
বাংলাদেশের আগামীর রাষ্ট্র নায়ক তারেক  রহমান । যোগ্য পিতার যোগ্য সন্তান ।,Politician,Female,0,Neutral
আল্লাহ তুমি তোমার মায়ার বান্দার নেক হায়াত বাড়াইয়া দাও এবং শরীর সুস্থ রাখো সবসময় ❤,Sports,Male,10,Neutral
পাগল ছাগল এখন ছবি করে,Social,Male,1,Harassment
এদের জন্যই তো গজব পড়ছে ।,Actor,Female,0,Hate Speech
তুই শালা একটা নায়োক,Social,Male,0,Harassment
যতসব আবালচুদা আলম,Social,Male,0,Sexual Aggression
ধন্যবাদ হিরো আলমকে অভিনেতা হিসেবে দেকতে চাই,Social,Male,0,Neutral
বাংলা সিনেমার ইজ্জত উপর শেষ পেরেকটা মনে হয় মেরে দিয়েছে।,Social,Male,0,Harassment
সাব্বাস বেটা হিরো আলম,Social,Male,0,Neutral
মাথা পিছু সর্বাধিক লোকের জন্য কিছু টাকার ব্যবস্থা করা হোক যাতে বাড়িতে থাকা কর্মহীন মানুষ গুলি স্বস্তিতে থাকতে পারে।বিশেষ জরুরী কমিটি করে এর আশু বাস্তবায়ন করা দরকার।সমাজের ধনী ও বিত্তশালী লোকদের ডোনেট করে এই কার্যক্রম বাস্তবায়ন করা সম্ভব।প্রধানমন্ত্রীর মহতী উদ্যেগে এটা যেন হয়।বঙ্গবন্ধুর সোনার মানুষদের জন্য এর চেয়ে ভাল আর কিছু হতে পারেনা।ধন্যবাদ পাশে থাকার জন্য।,Politician,Male,5,Neutral
দেশী সানি লিওন,Actor,Female,0,Sexual Aggression
তোরে ভালোবাসে কোন শালা,Social,Male,0,Harassment
বালের  হিরো আলম মুরখে,Social,Male,0,Harassment
হিরো আলম ভাই ভালআচেন,Social,Male,0,Neutral
কে এই খানকির ছাওয়াল জাহিদ ওকি কলিকাতার না ঢাকার এই শালা রে প্রথম দেখলাম আমি আগে কখনো নাম শুনিনায় এই শালারে চলচ্চিত্র থেকে বহিষ্কার করা হোক,Social,Male,1,Violent Extremism
জলিল ভাই আসছালামুআলাইকুম  কেমন আছেন,Actor,Male,2,Neutral
একদম সত্য কথা বলছেন হিরো আলম ভাই। তবে জাহিদ খান কে?,Social,Male,0,Neutral
সাফা কবিরকে অামার ভালো লাগে না তার চেহারা কেমন জানি হাসের অান্ডার মতো,Actor,Female,0,Harassment
"চুদির ভাই একটা থাপ্পর দিলে আরেক থাপ্পর দেওয়ার জায়গা নাই, সে নাকি হিরো আলম।",Social,Male,1,Sexual Aggression
আপু গ্রাম থেকে শহরে ফিরছে এ খবর যারা পড়েছেন ও দেখেছেন তারা আমিন না লিখে যাবেন না।,Actor,Female,0,Neutral
মালিক কবুল করুন।,Singer,Female,0,Neutral
তামাশা দেখে জীবনের ২ মিনিট ৪৪ সেকেন্ড সময় নষ্ট করলাম,Singer,Male,1,Harassment
"যারা সুদ ও ঘুস খায় তার এই কাজটা করতে পারে না, কারণ তারা জানে করে লাভ হবে না, কিন্তু যারা করে তারাই মানবিক। আপনার চরনে প্রোনাম ।",Singer,Female,0,Harassment
কবে আসবে,Social,Male,0,Neutral
তোর ঐ চেহারা তে চলেনা,Social,Male,0,Harassment
জায়েদ খান তো একটা পাগল ও আবার নায়ক হলো কবে। নায়ক তো হিরো আলম,Social,Male,0,Harassment
হ্যালো ম্যাডাম সারা বিশ্বের মানুষ না শুধু বাংলাদেশের বলেন,Social,Male,0,Neutral
সেফুদা হালার ঘরের হালা খালি বকবক করতেই পারো,Social,Male,0,Harassment
"আজকে জায়েদ খান কে চিনলাম,নাম কখনও বা মভি কখনও দেখিনি ওর।ছুদির ভাই পায়েদ খান,আর মিশা শালা আজিবন মেয়েদের ইজ্জত নিয়ে নায়কের মাইর খেয়ে বড়লোক হয়ছে",Social,Male,0,Neutral
গুরু লিরিক্স টা অসাধারন ছিল। এত্তো সুন্দর শব্দ গুলো তুমি কই পাও??? ,Singer,Male,6,Neutral
ভাইয়া রাস্তায় দৌড় টা সেই ছিল,Singer,Male,0,Neutral
আপনি আমার খুব প্রিয় শিল্পী ,Singer,Female,0,Neutral
"বালের হিরো , সা.... লা....",Social,Male,0,Harassment
এটা কনো চরিত্র বান নারিনা,Actor,Female,1,Sexual Aggression
খানকির পোলার কি লজ্জা শরম নাই,Social,Male,1,Sexual Aggression
আমি জাহেদ খান কে জীবনে চিনতাম না আজ প্রথম দেখলাম। হিরো আলম ভাইয়া আপনাকে অনেক আগেই চিনি আপনার অনেক ভিডিও আমার আইডিতে সেয়ার করা আছে আপনাকে অনেক ভালোবাসি।এবং ভালোবাসব ।আপনি এগিয়ে যান আমরা আপনার পাশে আছি।Love You Hero Alom Via,Social,Male,0,Neutral
"বর্তমান যুগে মানুষ এসব বিশ্বাস করে না। এগুলোর কোন হাওয়া নেই, যে জিনিসটা তৈরী করেছে সেতো বেজন্মা৷",Politician,Male,0,Harassment
হিরো আলম ভাইয়া তোমার ছবিতে গানগুলো অনেক ভালো লাগে,Social,Male,0,Neutral
"আমাদের মাননীয় প্রধানমন্ত্রী দ্বারাই সম্ভব কঠিন দিনগুলি মোকাবিলা করা, কারণ সে জাতির জনকের কন্যা।ধন্যবাদ সবাইকেকোয়ারান্টাইনে থাকার জন্য।",Politician,Male,0,Neutral
"উনি একজন ভাল মনের মানুস পারলে সবাই উনাকে সাহায্য করি সবাই তবে যারা এইকাজটা করেছে তাদেরকে বিচারে আয়তায় আনা হউক,",Singer,Female,0,Violent Extremism
"অত টুকু বাকি রাকছিলি,,,,,কেন ওইটুকু খুইলা দিতি,,,,,শালি খেত চুদা মাগি,,,,আবার ভাব চুদায়,,,",Actor,Female,0,Sexual Aggression
"একদিন তাকে নিয়ে ঘুমের মধ্যে স্বপ্নদোষ হয়ে যাচ্ছিলো,পরে ঘুম ভেঙে গেলো,কোপাল ভালো এমন বাজে জিনিশ কে কিছু করি নাইl",Actor,Female,21,Violent Extremism
হিরো ভাই আপনে আর এটটিও সাসতো বানান তাহলে আপনাকে অনেক সুন্দর লাগবে,Social,Male,0,Neutral
তোমার তামাশার চোদনে জাতি আজ ক্লান্ত,Singer,Male,0,Harassment
সব কটা আবালদের কাজ,Politician,Male,0,Harassment
বাই ওদের মনে হিংসা আছে বলে মানুষকে মানুষ  মনে করে না,Social,Male,0,Neutral
"জাহিদ খান ছেলেটা কেরে আজ প্রথম দেখলাম সেই নাকি চলচ্চিত্র অভিনয় করে, কেমনে সম্ভব এটা তার চেহারা দেখলে তো কুত্তা ভূমি করব,",Social,Male,1,Harassment
দূরে থাকা কাছের মানুষ কি সৃজিত ,Actor,Female,0,Harassment
দেত পাগল,Social,Male,0,Harassment
ধন্যবাদ হিরু আলম ভাই কথাগুলো বলার জন্য জায়েদ খান কে অরে কয়জনে চিনে চেটের বাল অরে মনেহয় চলোচিত্রের বেশিরভাগ নায়করাই চিনে না ওতো টিকে আছে কএক জনের পা চাইটা আর অরেত জনগণ জুতার সমান মুল্ল দেয় না,Social,Male,1,Violent Extremism
"আমি জায়েদ নামে কাউয়াকে চিনি না,  আমি ১০০% হিরো আলম  ময়নাকে চিনি,  ,   জায়েদ আমাদের  থানার লোক  ,  আমি মনে করি হিরো আলমের জুতার সমান ও হয়নায়, মিশা, জায়েদ,",Social,Male,0,Violent Extremism
পাবনার হাসপাতাল ফ্রি আছে বাল ,Singer,Male,0,Harassment
হিরো আলম ভাই  আপনি এগিয়ে যান আমরা সাথে আচি,Social,Male,1,Neutral
"আমার মুতায় দরছে,,মুতে আসি-তার পর দিরে দিরে হেডফোন লাগিয়ে গান ওপেন করবো",Singer,Male,0,Harassment
শুভ (quarantined) নববর্ষ  ! ,Singer,Female,0,Neutral
হিরো আলম ভাই আমি আপনার  এই বিষয়  নিয়ে একটা  প্রতিবাদ  মুলক ভিডিও  বানাইছি সন্ধার পর আপলোড  দিমু,Social,Male,0,Neutral
আপনার সাথে দেখা করে যাবে,Sports,Male,0,Neutral
আর কত জানালা খুলবেন আপু,Actor,Female,0,Sexual Aggression
কিছু অসভ্য ও অমানুষ সমাজে থাকবেই। ঐসব অমানুষদের ইগনর করে মিথিলা আপু আপনি এগিয়ে যান। অনেক অনেক শুভ কামনা ও ভালোবাসা।,Actor,Female,7,Neutral
একটু গাজা দে,Social,Male,0,Harassment
আমার প্রিয় খেলোয়ার মুশফিক ভাইয়া,Sports,Male,12,Neutral
ঐ শালাতো পকেটমার ।,Social,Male,0,Harassment
শালা একটা টুকাই।,Social,Male,0,Harassment
সে তোমার মতো একটা বেয়াবপ মহিলার সাতে সম্পর্ক করতে জাবে কেনো এখোনো সময় আচে বালো হয়ে জা,Politician,Male,0,Sexual Aggression
আল্লাহ্  তালা তাকে বেহেশতো দান করুন।,Singer,Female,0,Neutral
হীরেো আলম ভাই আএর গান হেপী,Social,Male,0,Neutral
শুধু আমাকেই ভাব,Actor,Female,0,Neutral
আমি আপনার ভক্ত,Singer,Female,0,Neutral
"আমাদের নাটোরের বনলতাসেন,বড়াইগ্রামের অহংকার।",Singer,Female,1,Neutral
আমাকে কল দিন,Singer,Female,0,Neutral
ইনশাল্লাহ আবার মাঠে ফিরবেনআবার দেখা মিলবে পুরনো দিনের♥,Sports,Male,3,Neutral
তো কি হইসে নাচুম!,Actor,Female,0,Harassment
কুত্তার পেটে ঘি হজম হয় না।,Social,Male,0,Harassment
দুর্নীতি বাজ,Politician,Male,0,Harassment
পবিত্র ঈদুল ফিতরের শুভেচ্ছা ও অভিনন্দন। ঈদ মোবারক,Singer,Female,1,Neutral
আপনার বউয়ের সাথে কতদিন পরে দেখা হল,Actor,Male,1,Sexual Aggression
ম্যাডাম আপনার যত দেখি তত মিঠা মিঠা লাগে,Actor,Male,0,Harassment
আলম ভাই জাহিদ খান কে তার বাসা কোথায় ভারতে আমি তো চিনি না একটু চিনে দিন তো,Social,Male,3,Neutral
জায়েদ কে ওর দিয়ে  চলচিত্রে  কি হবে । ও না হিরো। না ভিলেন। না দেলদার। ওর কেউ  চেনে শালা বাটপার,Social,Male,1,Harassment
ধন্যবাদ হিরো আলম ভাই   জাহিদ খান কিসের নায়ক তাকে বাংলাদেশের মানুষ তাকে চিনি না বাংলাদেশ সারাবিশ্বে হিরো আলম আরে ভাই আপনাকে সবাই চিনে আপনার কথা বলবো না যে কোন মানুষ আপনাকে চিনে না কারণ আপনি একজন ভিলেন তাই সকল মানুষ আপনাকে চিনি তাই একটা মানুষকে তুচ্ছ করা আপনার ঠিক হয়নি কারণ মানুষ বলতেই ভুল হয় তাই একটু ভুল হয়ে গেছে নিশাসদাগর ভাই আপনি আমার বড় ভাই আপনাকে আমি বড় ভাইয়ের মত সম্মান করি তাই ভাই মানুষকে অসম্মান করবেন না প্লিজ,Social,Male,0,Neutral
ভাই বেশি বেশি করে জীম করেন। বডি ফিটনেচ ভাল হলে আপনাকে দেখতে আরো  ভাল লাগবে। আর আমাদের কে আরো ভাল ভাল ছবি উপহার দিতে পারবেন।,Actor,Male,1,Neutral
"আগে যোকার আলম এর মত লাগতো, এখন হিজলা আলম এর মত লাগে",Social,Male,0,Harassment
➖উফ➖ আগুন-⛔➖❇কি দারুন লাগছে❎✌ অসাধারণ,Actor,Female,0,Neutral
"ফারাবী সাইফ সাজ্জাদ hmm bro,,,",Actor,Female,0,Neutral
শয়তানও তোরে দেখলে ভয় পায়।,Social,Female,5,Hate Speech
সবাই কে ধন্যবাদ হিরো আলমকে ছাপট করার জন্য,Social,Male,1,Neutral
এই কি লিজেন্ডদের গান শেখানোর নমুনা?  ,Singer,Male,1,Harassment
নাস্তিকের বাচ্চা এটা তোর বাপের কন্ঠ,Politician,Male,0,Hate Speech
হাসি.........!,Singer,Female,1,Neutral
সাবাস হিরোআলম বাই  কুকুর দেরকে করা জবাব দেয়ার কারনে আপনাকে অনেক দন্ন বাত অরা তো কুকুর অরা মানুসকে চিনবে কি করে অরা চিনবে কুকুর কে,Social,Male,0,Harassment
জাহেদ খান আসলে একটা লুবি এইকথা মিথ্যে নয় কারণ সালা আসলে পাগল আরে জাহেদের মন থেকে আমাদের হিরো আলমের মন অনেক অনেক বড় মনের মানুষ,Social,Male,0,Harassment
ছি ছি,Singer,Male,0,Neutral
টোকাই,Social,Male,0,Harassment
ভালোবাসা নিবেন হুজুর,Social,Male,1,Neutral
রমজানের কারণে বেঁচে গেলি,Actor,Female,3,Violent Extremism
"এনার চেহারাতাই আছে কিন্তু গ** চুদিয়ে চুদিয়ে কালো করে ফেলছে"""" ইনাকে এমন কোন হিরো বা দিরেক্টর মাস্টার্স নেই যে এনাকে চুদিনি আমি খুব চেষ্টায় আছি বন্ধু আমি হিরো হব সব আগে তোমার সাথে সিনেমা বের করব আর তোমাকে কেই চুদ্বো",Actor,Female,0,Sexual Aggression
হোম কোয়ারেন্টে একটা কাজের কাজ করছেন  পরিবার নিয়ে সুস্থ থাকুন ,Sports,Male,1,Neutral
কাকু এই করোনার সময় আপনি কেমন আছেন।,Social,Male,0,Neutral
জায়েদ কে  মিশা কে তরা হলি আবাল গূরো চুুর সালারা,Social,Male,0,Harassment
বাংলাদেশ অনেক ভালো ভালো ছেলে সেই ছেলে গুলো ছেরে দিয়ে একটা হির সেল কালে একটা,Social,Male,0,Neutral
"পাখি চুদে গাছের ডালেগরু চুদে মাঠে,মানুষ চুদে বন্ধ ঘরেশুয়ে নরম খাটে।চুদাচুদি করছে সবাইমানুষ এবং প্রাণী,চালাক চুদে বোকা চুদেচুদে মহাজ্ঞানী।মহারানী চুদন খেয়েকরতে হইছে হাঁক,বেশ্যা মাগি চুদন খেয়েকামাই করছে লাখ।মানুষ চুদে টাকা দিয়েপশু চুদে ফ্রী,কচি মেয়ের পুটকি চুদে ভোদায় ঢেলে ঘি।চুদাচুদির কাজ চলছেচলবে বার মাস,কেহ চুদে মজা নিচ্ছেকারো সর্বনাশ??",Singer,Male,0,Sexual Aggression
পুট ইয়োর তামাসা অন ইয়োর অ্যাস স্লা ,Singer,Male,0,Neutral
এটা পাগলেও বিশ্বাস করবে না,Politician,Male,0,Harassment
সেরা জুটি মনে রাখার মতো ❤,Actor,Male,0,Neutral
সালা মূর্খ চোদা ওয়ালাইকুম আসসালামওয়ালাইকুম সালাম,Social,Male,0,Harassment
সালা মিথ্যা বাদি,Politician,Male,0,Harassment
পাগলে কি না কৰে ছাগলে কি নাখায়,Social,Male,1,Harassment
জায়েদ খান কে আমি ও আগে চিনতাম না এগিয়ে চলো হিরো আলম ভাই আমরা আছি তোমার সাথে,Social,Male,0,Neutral
